廣告事件名稱,廣告活動名稱,廣告版位,圖片名稱,曝光,點擊,點閱率
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第一段_20260108_內文_EH1,13,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄新灣,BN_article,第一段_20260108_內文_EH1,14,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第一段_20260108_內文_EH2,5,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第一段_20260108_內文_EH2,13,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄新灣,BN_article,第一段_20260108_內文_EH2,15,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第一段_20260108_內文_EH5,5,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第一段_LINE_PROMO,5,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第一段_LINE_PROMO,10,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄新灣,BN_article,第一段_LINE_PROMO,14,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第二段_20260108_內文_EH1,5,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第二段_20260108_內文_EH5,13,2,0.15384615384615385
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_20260108_內文_H707,42,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_20260108_內文_H713,42,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_LINE_PROMO,39,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_DH2,42,2,0.047619047619047616
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_EH1,39,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_EH5,42,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_20260108_內文_5vo1,8,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_20260108_內文_AH2,9,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_LINE_PROMO,8,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_FH2,8,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_cqh1,8,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_rsh1,9,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH11,168,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH5,178,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH7,47,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH9,127,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_FH2,6,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_H713,46,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_HM2,122,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_cqh1,4,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_LINE_PROMO,338,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第二段_20260501_內文_DH6,351,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_cqh1,146,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_rsh1,148,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_LINE_PROMO,140,1,0.007142857142857143
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH5,140,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH9,146,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_HM2,148,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH1,430,1,0.002325581395348837
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH2,427,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_LINE_PROMO,418,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108 內文 Dgm1,430,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_cqh1,418,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_rsh1,426,1,0.002347417840375587
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH11,11,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH5,11,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_LINE_PROMO,11,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_EH2,11,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H707,11,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H713,11,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_DH2,128,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_EH1,122,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_LINE_PROMO,118,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108 內文 Dgm1,118,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_5vo1,122,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_AH2,127,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_BH7,135,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_FH2,173,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_H713,131,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_cqh1,174,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_LINE_PROMO,297,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH11,169,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH5,173,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH9,174,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_DH2,128,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH2,135,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH5,131,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_EH2,82,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_H707,85,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_LINE_PROMO,79,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_AH1,79,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_DH2,85,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_EH1,82,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_20260108_內文_BH9,249,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_20260108_內文_HM2,250,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_LINE_PROMO,239,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第二段_20260108_內文_BH11,250,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第二段_20260108_內文_BH7,249,0,0
