廣告事件名稱,廣告活動名稱,廣告版位,圖片名稱,曝光,點擊,點閱率
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_FH2,9,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_H707,3,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_H713,70,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_HM2,104,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_cqh1,9,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_LINE_PROMO,412,1,0.0024271844660194173
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第二段_20260501_內文_DH6,418,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_cqh1,135,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_rsh1,141,1,0.0070921985815602835
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_LINE_PROMO,132,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH5,132,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH9,135,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_HM2,141,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH1,504,1,0.001984126984126984
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH2,493,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_LINE_PROMO,477,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108 內文 Dgm1,503,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_cqh1,475,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_rsh1,493,1,0.002028397565922921
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH11,8,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH5,8,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_LINE_PROMO,8,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_EH2,8,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H707,8,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H713,8,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_DH2,163,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_EH1,158,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_LINE_PROMO,147,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108 內文 Dgm1,147,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_5vo1,158,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_AH2,163,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_BH7,152,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_FH2,249,1,0.004016064257028112
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_H713,151,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_cqh1,255,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_LINE_PROMO,393,1,0.002544529262086514
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH11,243,1,0.00411522633744856
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH5,248,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH9,254,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_DH2,149,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH2,152,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH5,151,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_EH2,107,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_H707,109,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_LINE_PROMO,106,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_AH1,106,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_DH2,109,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_EH1,107,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_20260108_內文_BH9,281,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_20260108_內文_HM2,289,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_LINE_PROMO,275,1,0.0036363636363636364
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第二段_20260108_內文_BH11,289,0,0
