廣告事件名稱,廣告活動名稱,廣告版位,圖片名稱,曝光,點擊,點閱率
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第一段_LINE_PROMO,23,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄新灣,BN_article,第一段_LINE_PROMO,19,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第二段_20260108_內文_EH1,5,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第二段_20260108_內文_EH5,24,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_20260108_內文_H707,66,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_20260108_內文_H713,67,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_LINE_PROMO,63,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_DH2,66,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_EH1,62,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_EH5,67,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_20260108_內文_5vo1,16,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_20260108_內文_AH2,17,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_LINE_PROMO,16,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_FH2,16,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_cqh1,16,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_rsh1,17,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH11,200,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH5,216,1,0.004629629629629629
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH7,57,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH9,157,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_FH2,13,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_H707,3,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_H713,55,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_HM2,154,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_cqh1,6,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_LINE_PROMO,407,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第二段_20260501_內文_DH6,436,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_cqh1,244,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_rsh1,251,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_LINE_PROMO,242,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH5,242,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH9,244,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_HM2,251,1,0.00398406374501992
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH1,576,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH2,565,1,0.0017699115044247787
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_LINE_PROMO,550,1,0.0018181818181818182
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108 內文 Dgm1,574,1,0.0017421602787456446
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_cqh1,547,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_rsh1,564,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH11,12,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH5,12,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_LINE_PROMO,12,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_EH2,12,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H707,12,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H713,12,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_DH2,141,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_EH1,136,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_LINE_PROMO,131,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108 內文 Dgm1,131,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_5vo1,136,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_AH2,141,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_BH7,163,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_FH2,260,3,0.011538461538461539
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_H713,160,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_cqh1,264,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_LINE_PROMO,412,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH11,255,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH5,259,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH9,264,1,0.003787878787878788
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_DH2,157,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH2,163,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH5,160,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_EH2,102,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_H707,106,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_LINE_PROMO,98,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_AH1,98,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_DH2,106,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_EH1,102,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_20260108_內文_BH9,236,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_20260108_內文_HM2,238,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第一段_LINE_PROMO,230,0,0
20260108_In-Content_campaign_LIFE_kw-del,生活提案,BN_article,第二段_20260108_內文_BH11,238,0,0
