廣告事件名稱,廣告活動名稱,廣告版位,圖片名稱,曝光,點擊,點閱率
20260108_In-Content_campaign_,生活提案,BN_article,第一段_20260108_內文_DH2,1,0,0
20260108_In-Content_campaign_,生活提案,BN_article,第一段_20260108_內文_EH2,1,0,0
20260108_In-Content_campaign_,生活提案,BN_article,第一段_20260108_內文_EH5,1,0,0
20260108_In-Content_campaign_,生活提案,BN_article,第二段_20260108_內文_AH1,1,0,0
20260108_In-Content_campaign_,生活提案,BN_article,第二段_20260108_內文_AH2,1,0,0
20260108_In-Content_campaign_,生活提案,BN_article,第二段_20260108_內文_EH1,1,0,0
20260108_In-Content_campaign_KH_area-kao,高雄楠梓,BN_article,第一段_20260108_內文_EH1,78,0,0
20260108_In-Content_campaign_KH_area-kao,高雄楠梓,BN_article,第一段_20260108_內文_EH2,82,0,0
20260108_In-Content_campaign_KH_area-kao,高雄楠梓,BN_article,第一段_LINE_PROMO,71,0,0
20260108_In-Content_campaign_KH_area-khh,高雄三民,BN_article,第一段_20260108_內文_EH1,74,0,0
20260108_In-Content_campaign_KH_area-khh,高雄三民,BN_article,第一段_20260108_內文_EH2,76,0,0
20260108_In-Content_campaign_KH_area-khh,高雄三民,BN_article,第一段_LINE_PROMO,63,0,0
20260108_In-Content_campaign_KH_area-khh,高雄三民,BN_article,第二段_20260108_內文_EH5,76,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄楠梓,BN_article,第一段_20260108_內文_EH1,26,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄鼓山,BN_article,第一段_20260108_內文_EH1,128,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄楠梓,BN_article,第一段_20260108_內文_EH2,27,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄鼓山,BN_article,第一段_20260108_內文_EH2,174,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄鼓山,BN_article,第一段_20260108_內文_EH5,43,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄楠梓,BN_article,第一段_LINE_PROMO,24,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄鼓山,BN_article,第一段_LINE_PROMO,160,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄鼓山,BN_article,第二段_20260108_內文_EH1,44,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄楠梓,BN_article,第二段_20260108_內文_EH5,27,0,0
20260108_In-Content_campaign_KH_area-l-k,高雄鼓山,BN_article,第二段_20260108_內文_EH5,130,0,0
20260108_In-Content_campaign_KH_area-pre,高雄全區,BN_article,第一段_20260108_內文_EH1,278,0,0
20260108_In-Content_campaign_KH_area-pre,高雄全區,BN_article,第一段_20260108_內文_EH2,295,0,0
20260108_In-Content_campaign_KH_area-pre,高雄全區,BN_article,第一段_LINE_PROMO,257,0,0
20260108_In-Content_campaign_KH_area-pre,高雄全區,BN_article,第二段_20260108_內文_EH5,295,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第一段_20260108_內文_EH1,45,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄新灣,BN_article,第一段_20260108_內文_EH1,49,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第一段_20260108_內文_EH2,19,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第一段_20260108_內文_EH2,45,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄新灣,BN_article,第一段_20260108_內文_EH2,51,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第一段_20260108_內文_EH5,18,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第一段_LINE_PROMO,14,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第一段_LINE_PROMO,43,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄新灣,BN_article,第一段_LINE_PROMO,46,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄三民,BN_article,第二段_20260108_內文_EH1,19,0,0
20260108_In-Content_campaign_KH_area-s-k,高雄前鎮,BN_article,第二段_20260108_內文_EH5,45,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_20260108_內文_H707,78,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_20260108_內文_H713,78,0,0
