廣告事件名稱,廣告活動名稱,廣告版位,圖片名稱,曝光,點擊,點閱率
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第一段_LINE_PROMO,74,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_DH2,78,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_EH1,74,0,0
20260108_In-Content_campaign_LIFE_actual,生活提案,BN_article,第二段_20260108_內文_EH5,78,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_20260108_內文_5vo1,108,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_20260108_內文_AH2,109,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第一段_LINE_PROMO,105,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_FH2,105,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_cqh1,108,0,0
20260108_In-Content_campaign_LIFE_build-,生活提案,BN_article,第二段_20260108_內文_rsh1,109,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH11,310,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH5,408,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH7,185,1,0.005405405405405406
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_BH9,405,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_FH2,99,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_H707,312,1,0.003205128205128205
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_H713,477,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_HM2,335,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_20260108_內文_cqh1,65,0,0
20260108_In-Content_campaign_LIFE_expert,生活提案,BN_article,第一段_LINE_PROMO,1261,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_cqh1,283,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_20260108_內文_rsh1,288,1,0.003472222222222222
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第一段_LINE_PROMO,271,1,0.0036900369003690036
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH5,270,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_BH9,282,0,0
20260108_In-Content_campaign_LIFE_floor-,生活提案,BN_article,第二段_20260108_內文_HM2,288,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH1,2326,1,0.0004299226139294927
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_20260108_內文_AH2,2301,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第一段_LINE_PROMO,2257,0,0
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108 內文 Dgm1,2326,3,0.0012897678417884782
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_cqh1,2257,2,0.0008861320336730173
20260108_In-Content_campaign_LIFE_gift-t,生活提案,BN_article,第二段_20260108_內文_rsh1,2298,1,0.0004351610095735422
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH11,47,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_20260108_內文_BH5,47,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第一段_LINE_PROMO,46,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_EH2,46,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H707,47,0,0
20260108_In-Content_campaign_LIFE_glass-,生活提案,BN_article,第二段_20260108_內文_H713,47,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_DH2,391,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_20260108_內文_EH1,385,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第一段_LINE_PROMO,373,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108 內文 Dgm1,372,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_5vo1,385,0,0
20260108_In-Content_campaign_LIFE_home-i,生活提案,BN_article,第二段_20260108_內文_AH2,391,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_BH7,236,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_FH2,1220,4,0.003278688524590164
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_H713,235,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_20260108_內文_cqh1,1233,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第一段_LINE_PROMO,1426,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH11,1197,1,0.000835421888053467
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH5,1220,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_BH9,1233,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_DH2,228,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH2,236,0,0
20260108_In-Content_campaign_LIFE_house-,生活提案,BN_article,第二段_20260108_內文_EH5,235,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_EH2,195,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_20260108_內文_H707,200,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第一段_LINE_PROMO,190,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_AH1,190,0,0
20260108_In-Content_campaign_LIFE_kw-bra,生活提案,BN_article,第二段_20260108_內文_DH2,200,0,0
